nan,nan,5.000000000000000000e-01,0.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,5.833333333333333037e+00,0.000000000000000000e+00,4.000000000000000222e-01,3.500000000000000000e+00,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.333333333333333259e+00,0.000000000000000000e+00,2.666666666666666519e+00,1.050000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+00,1.666666666666666741e+00,1.750000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.500000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,nan,nan,0.000000000000000000e+00,2.799999999999999822e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.333333333333333703e-01,1.666666666666666741e+00,nan,3.000000000000000000e+00,6.500000000000000000e+00,nan,0.000000000000000000e+00,3.166666666666666519e+00,3.000000000000000000e+00,0.000000000000000000e+00,8.833333333333333925e+00,2.166666666666666519e+00,1.333333333333333259e+00
0.000000000000000000e+00,nan,0.000000000000000000e+00,0.000000000000000000e+00,3.500000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,nan,2.000000000000000000e+00,0.000000000000000000e+00,5.250000000000000000e+00,4.333333333333333037e+00,0.000000000000000000e+00,8.333333333333333703e-01,3.500000000000000000e+00,6.000000000000000000e+00,2.666666666666666519e+00,1.333333333333333259e+00,3.750000000000000000e+00,3.000000000000000000e+00,2.666666666666666519e+00,0.000000000000000000e+00,1.750000000000000000e+00,1.000000000000000000e+00,nan,nan,0.000000000000000000e+00,2.600000000000000089e+00,0.000000000000000000e+00,8.000000000000000000e+00,3.666666666666666519e+00,2.333333333333333481e+00,nan,0.000000000000000000e+00,1.000000000000000000e+00,nan,0.000000000000000000e+00,1.000000000000000000e+01,2.833333333333333481e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.500000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,nan,nan,nan,5.000000000000000000e-01,1.000000000000000000e+01,nan,1.500000000000000000e+00,4.000000000000000000e+00,6.666666666666666297e-01,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.500000000000000000e+00,7.500000000000000000e+00,0.000000000000000000e+00,8.500000000000000000e+00,0.000000000000000000e+00,2.500000000000000000e+00,1.500000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.500000000000000000e+00,0.000000000000000000e+00,1.666666666666666741e+00,nan,nan,nan,5.333333333333333037e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.500000000000000000e-01,1.200000000000000000e+01,nan,5.000000000000000000e+00,nan,nan,0.000000000000000000e+00,2.500000000000000000e-01,1.500000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,6.000000000000000000e+00,1.750000000000000000e+00
4.000000000000000000e+00,nan,5.000000000000000000e+00,nan,nan,0.000000000000000000e+00,8.000000000000000444e-01,8.500000000000000000e+00,6.000000000000000000e+00,6.000000000000000000e+00,1.000000000000000000e+00,nan,3.750000000000000000e+00,2.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.857142857142856762e+00,1.199999999999999956e+00,1.000000000000000000e+00,5.000000000000000000e-01,8.000000000000000444e-01,4.000000000000000222e-01,3.600000000000000089e+00,0.000000000000000000e+00,2.000000000000000111e-01,3.666666666666666519e+00,1.000000000000000000e+00,nan,nan,1.000000000000000000e+00,4.000000000000000222e-01,3.333333333333333481e+00,0.000000000000000000e+00,2.500000000000000000e+00,2.500000000000000000e+00,nan,1.200000000000000000e+01,1.200000000000000000e+01,nan,5.000000000000000000e-01,0.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00,2.000000000000000000e+00,1.714285714285714191e+00
5.000000000000000000e-01,nan,0.000000000000000000e+00,nan,nan,nan,nan,2.500000000000000000e+00,nan,2.500000000000000000e+00,nan,nan,0.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,nan,0.000000000000000000e+00,nan,3.500000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,nan,0.000000000000000000e+00,7.000000000000000000e+00,nan,nan,nan,6.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.500000000000000000e+00,7.000000000000000000e+00,nan,2.000000000000000000e+00,nan,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,nan,1.200000000000000000e+01,1.000000000000000000e+01,0.000000000000000000e+00
0.000000000000000000e+00,nan,5.250000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+00,nan,0.000000000000000000e+00,6.666666666666666297e-01,0.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+00,nan,0.000000000000000000e+00,4.000000000000000000e+00,2.000000000000000000e+00,1.166666666666666741e+00,6.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,6.666666666666666297e-01,0.000000000000000000e+00,3.000000000000000000e+00,1.500000000000000000e+00,2.666666666666666519e+00,0.000000000000000000e+00,1.250000000000000000e+00,3.250000000000000000e+00,nan,nan,0.000000000000000000e+00,4.400000000000000355e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.666666666666666297e-01,1.133333333333333393e+01,nan,4.000000000000000000e+00,5.000000000000000000e+00,nan,4.000000000000000000e+00,3.333333333333333148e-01,1.500000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00,7.666666666666666963e+00,6.666666666666666297e-01
2.500000000000000000e-01,nan,1.025000000000000000e+01,2.600000000000000089e+00,5.000000000000000000e+00,0.000000000000000000e+00,nan,7.777777777777777901e-01,4.000000000000000000e+00,1.000000000000000000e+00,1.285714285714285809e+00,nan,2.000000000000000000e+00,1.666666666666666741e+00,1.142857142857142794e+00,1.909090909090909172e+00,3.000000000000000000e+00,2.363636363636363757e+00,5.666666666666666963e+00,2.333333333333333481e+00,1.833333333333333259e+00,7.142857142857143016e-01,3.777777777777777679e+00,3.571428571428571619e+00,8.000000000000000444e-01,0.000000000000000000e+00,2.666666666666666519e+00,1.250000000000000000e+00,nan,nan,9.199999999999999289e+00,2.777777777777777679e+00,1.000000000000000000e+00,2.600000000000000089e+00,1.699999999999999956e+00,2.222222222222222321e+00,nan,3.500000000000000000e+00,1.500000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,3.545454545454545414e+00,2.181818181818181657e+00,0.000000000000000000e+00,7.090909090909090828e+00,1.000000000000000000e+00,1.090909090909090828e+00
2.500000000000000000e+00,nan,1.500000000000000000e+00,1.250000000000000000e+00,1.500000000000000000e+00,4.000000000000000000e+00,2.500000000000000000e+00,nan,6.000000000000000000e+00,8.777777777777778567e+00,0.000000000000000000e+00,nan,0.000000000000000000e+00,3.399999999999999911e+00,2.000000000000000000e+00,3.399999999999999911e+00,5.000000000000000000e-01,1.500000000000000000e+00,3.888888888888888840e+00,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.625000000000000000e+00,7.142857142857143016e-01,3.333333333333333148e-01,6.200000000000000178e+00,1.625000000000000000e+00,1.000000000000000000e+00,nan,nan,1.500000000000000000e+00,1.875000000000000000e+00,1.199999999999999956e+00,2.000000000000000111e-01,1.375000000000000000e+00,1.666666666666666741e+00,nan,1.200000000000000000e+01,1.100000000000000000e+01,nan,5.400000000000000355e+00,1.100000000000000089e+00,3.299999999999999822e+00,1.333333333333333259e+00,6.200000000000000178e+00,2.714285714285714413e+00,1.199999999999999956e+00
0.000000000000000000e+00,nan,7.500000000000000000e+00,nan,5.500000000000000000e+00,1.000000000000000000e+00,nan,2.200000000000000178e+00,nan,5.000000000000000000e-01,1.000000000000000000e+01,nan,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.399999999999999911e+00,1.159999999999999964e+01,2.500000000000000000e+00,2.500000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00,6.666666666666666297e-01,7.666666666666666963e+00,0.000000000000000000e+00,2.500000000000000000e+00,nan,nan,nan,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.399999999999999911e+00,4.200000000000000178e+00,nan,5.000000000000000000e+00,4.000000000000000000e+00,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.799999999999999822e+00,2.600000000000000089e+00,1.399999999999999911e+00
5.250000000000000000e+00,nan,0.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00,6.666666666666666297e-01,1.009999999999999964e+01,6.000000000000000000e+00,nan,3.000000000000000000e+00,nan,1.500000000000000000e+00,2.714285714285714413e+00,1.428571428571428603e+00,5.000000000000000000e-01,1.000000000000000000e+00,5.000000000000000000e-01,3.000000000000000000e+00,3.333333333333333481e+00,1.142857142857142794e+00,1.625000000000000000e+00,1.000000000000000000e+00,1.750000000000000000e+00,1.333333333333333259e+00,7.000000000000000000e+00,3.899999999999999911e+00,1.000000000000000000e+00,nan,nan,2.000000000000000000e+00,1.600000000000000089e+00,0.000000000000000000e+00,5.000000000000000000e-01,1.500000000000000000e+00,4.000000000000000000e+00,nan,1.100000000000000000e+01,1.200000000000000000e+01,8.000000000000000000e+00,6.833333333333333037e+00,1.250000000000000000e+00,7.500000000000000000e-01,5.999999999999999778e-01,2.416666666666666519e+00,3.428571428571428381e+00,2.416666666666666519e+00
